Customer Name,Age,Gender,Location,Choice of Beer,Prices
Customer 709,47,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 710,45,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 711,39,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 712,62,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 713,60,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 714,54,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 715,43,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 716,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 717,36,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 718,57,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 719,62,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 720,57,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 721,40,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 722,45,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 723,36,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 724,63,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 725,42,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 726,43,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 727,64,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 728,36,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 729,44,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 730,58,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 731,50,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 732,40,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 733,43,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 734,44,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 735,57,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 736,61,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 737,38,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 738,62,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 739,39,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 740,40,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 741,46,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 742,51,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 743,36,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 744,53,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 745,37,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 746,58,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 747,62,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 748,40,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 749,63,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 750,41,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 751,40,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 752,53,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 753,42,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 754,39,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 755,44,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 756,63,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 757,53,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 758,45,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 759,55,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 760,59,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 761,36,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 762,60,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 763,62,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 764,61,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 765,59,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 766,64,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 767,57,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 768,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 769,65,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 770,55,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 771,50,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 772,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 773,64,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 774,61,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 775,62,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 776,46,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 777,41,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 778,43,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 779,47,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 780,36,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 781,54,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 782,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 783,62,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 784,57,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 785,41,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 786,60,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 787,61,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 788,47,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 789,54,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 790,58,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 791,48,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 792,47,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 793,61,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 794,43,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 795,40,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 796,65,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 797,48,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 798,58,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 799,49,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 800,39,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 801,53,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 802,42,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 803,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 804,54,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 805,63,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 806,48,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 807,43,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 808,50,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 809,63,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 810,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 811,42,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 812,41,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 813,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 814,48,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 815,59,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 816,53,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 817,59,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 818,53,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 819,51,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 820,46,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 821,61,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 822,55,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 823,50,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 824,49,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 825,44,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 826,54,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 827,46,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 828,51,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 829,56,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 830,63,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 831,37,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 832,52,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 833,60,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 834,61,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 835,56,Female,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 836,47,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 837,41,Male,Near Shop B,Competitor Bottle (Pack of 6),600
Customer 838,22,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 839,34,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 840,29,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 841,27,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 842,22,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 843,26,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 844,24,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 845,29,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 846,25,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 847,27,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 848,31,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 849,35,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 850,24,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 851,28,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 852,32,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 853,29,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 854,28,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 855,30,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 856,34,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 857,26,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 858,25,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 859,35,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 860,30,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 861,28,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 862,30,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 863,28,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 864,24,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 865,34,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 866,23,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 867,34,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 868,24,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 869,31,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 870,31,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 871,25,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 872,26,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 873,21,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 874,29,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 875,21,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 876,24,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 877,27,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 878,31,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 879,23,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 880,22,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 881,32,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 882,25,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 883,29,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 884,26,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 885,23,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 886,28,Female,Near Shop B,Competitor Can (Pack of 12),1000
Customer 887,22,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 888,35,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 889,33,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 890,23,Male,Near Shop B,Competitor Can (Pack of 12),1000
Customer 1,35,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 2,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 3,30,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 4,24,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 5,30,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 6,34,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 7,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 8,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 9,24,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 10,29,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 11,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 12,28,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 13,27,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 14,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 15,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 16,28,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 17,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 18,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 19,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 20,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 21,34,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 22,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 23,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 24,34,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 25,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 26,35,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 27,22,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 28,35,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 29,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 30,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 31,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 32,31,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 33,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 34,21,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 35,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 36,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 37,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 38,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 39,34,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 40,27,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 41,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 42,35,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 43,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 44,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 45,33,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 46,27,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 47,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 48,35,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 49,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 50,25,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 51,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 52,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 53,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 54,32,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 55,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 56,27,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 57,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 58,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 59,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 60,35,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 61,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 62,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 63,32,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 64,29,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 65,35,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 66,33,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 67,31,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 68,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 69,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 70,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 71,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 72,23,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 73,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 74,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 75,26,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 76,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 77,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 78,35,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 79,35,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 80,29,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 81,25,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 82,32,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 83,28,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 84,27,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 85,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 86,35,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 87,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 88,30,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 89,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 90,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 91,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 92,30,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 93,25,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 94,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 95,33,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 96,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 97,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 98,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 99,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 100,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 101,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 102,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 103,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 104,23,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 105,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 106,29,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 107,35,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 108,31,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 109,29,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 110,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 111,30,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 112,32,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 113,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 114,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 115,21,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 116,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 117,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 118,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 119,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 120,29,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 121,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 122,34,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 123,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 124,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 125,29,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 126,27,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 127,21,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 128,32,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 129,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 130,30,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 131,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 132,34,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 133,35,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 134,34,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 135,29,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 136,22,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 137,22,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 138,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 139,25,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 140,33,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 141,22,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 142,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 143,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 144,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 145,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 146,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 147,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 148,24,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 149,32,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 150,28,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 151,27,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 152,27,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 153,29,Female,Near Shop C,Budweiser Can (Pack of 6),600
Customer 154,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 155,21,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 156,22,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 157,32,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 158,32,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 159,30,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 160,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 161,23,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 162,31,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 163,26,Male,Near Shop C,Budweiser Can (Pack of 6),600
Customer 164,52,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 165,41,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 166,51,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 167,50,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 168,36,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 169,54,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 170,47,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 171,36,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 172,63,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 173,48,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 174,44,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 175,57,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 176,38,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 177,54,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 178,59,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 179,37,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 180,37,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 181,44,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 182,40,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 183,44,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 184,40,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 185,54,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 186,47,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 187,47,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 188,41,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 189,51,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 190,59,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 191,48,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 192,43,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 193,40,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 194,59,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 195,39,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 196,55,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 197,37,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 198,63,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 199,59,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 200,53,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 201,63,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 202,58,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 203,52,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 204,47,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 205,39,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 206,42,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 207,59,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 208,53,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 209,51,Female,Near Shop C,Budweiser Bottle (Pack of 6),660
Customer 210,48,Male,Near Shop C,Budweiser Bottle (Pack of 6),660
